id,课程名,封面地址,课程时长,课程价格,课程简介,讲师,地址 
557,Angular-cli基础,https://www.imooc.com/learn/851, 1小时 7分,免费,简介：好的工具能让开发更加简单快捷。AngularCLI是一个命令行界面工具，它可以创建项目、添加文件以及执行一大堆开发任务，比如测试、打包和发布。在本次课程中，我们的目标是构建并运行一个超级简单的Angular应用，通过开发过程充分展示AngularCLI中的基本操作和开发优势。,Erik_Song,https://www.imooc.com/video/15152
558,快速入门ThinkPHP 5.0 --模型篇,https://www.imooc.com/learn/854, 3小时 0分,免费,简介：一个标准的网站一定离不开数据库的操作，在本套课程中我和你一起来揭开ThinkPHP5数据操作的神秘面纱，和你一起愉快的使用ThinkPHP5操作数据库，让数据库操作变的更愉悦。,乌云龙,https://www.imooc.com/video/15268
559,python自动化运维篇,https://www.imooc.com/learn/853, 5小时39分,免费,简介：随着技术的进步、业务需求的快速增长，一个运维人员通常要管理上百、上千台服务器，运维工作也变的重复、繁杂。把运维工作自动化，能够把运维人员从服务器的管理中解放出来，让运维工作变得简单、快速、准确,七寸法师,https://www.imooc.com/video/15229
560,常用的网页加载进度条,https://www.imooc.com/learn/858, 1小时 7分,免费,简介：随着HTML5的普及，各种CSS3动画及JS特效在网页中层出不穷，PC端载入数据的速度还算可以，移动端相对要慢很多，如果图片或脚本没有完全载入，用户在操作中可能会发生各种问题，因此我们需要对数据载入进行侦测，以更加人性化的方式给用户展现。,孙吉星,https://www.imooc.com/video/15275
561,Android常用异常集及解决方案,https://www.imooc.com/learn/831, 1小时 9分,免费,简介：介绍Android常见异常的种类及常见发生场景，如何高效的调试，异常捕获，错误日志上报等等,安静的Sunny,https://www.imooc.com/video/14737
562,PHP消息队列实现及应用,https://www.imooc.com/learn/852, 1小时14分,免费,简介：消息队列是个高大上的名词儿，本质上就是如何业务进行排队处理，最常的使用场景就是发送短信的时候使用短信队列。但消息队列可以做的不止是这一类场景，它在解耦、消峰、异步、一致性等方面都有很大的用武之地。因此如何合理使用消息队列来处理一些特殊的业务需求，这就是我们这节课要解决的内容。课程所需库文件：http://pan.baidu.com/s/1bQg038,Wicon,https://www.imooc.com/video/15163
563,基础线性和剪影化icon的制作方法,https://www.imooc.com/learn/857, 1小时43分,免费,简介：随着移动互联网的发展，客户端层出不穷，app，web，微信端等等，这些都需要我们UI设计师来制作，更多实战课点击https://coding.imooc.com/?c=photo详细了解,Coraline_D,https://www.imooc.com/video/15259
564,UI入门小锦囊,https://www.imooc.com/learn/860, 2小时 0分,免费,简介：如果你对UI设计很感兴趣，想要尝试学习UI设计。那么学习本课程将让你更深入的了解UI设计行业，以及明白该从哪里开始入手学习。,柒染天晴,https://www.imooc.com/video/15296
565,Java消息中间件,https://www.imooc.com/learn/856, 2小时40分,免费,简介：大型系统的演变必然的发展方向是分布式，而在分布式系统中应用与应用之间互相连接越来越紧密，在应用之间的消息传递就像家常便饭般普遍。使用Java消息中间件处理异步消息成为了分布式系统中的必修课，通过本门课程可以深入浅出的学习如何在Java中使用消息中间件并且一步一步打造更优雅的最佳实践方案。,jovezhao,https://www.imooc.com/video/15278
566,实例学习 PHP QRCode生成二维码,https://www.imooc.com/learn/862,50分,免费,简介：二维码给我们的生活带来了便利，获取信息，付款，都只需要扫一扫即可。本课程分为理论和实践两部分，理论部分主要讲解二维码的历史，如何存储信息，实战阶段通过实战案例为大家讲解二维码的产生和识别的全过程。,逆袭文艺女,https://www.imooc.com/video/15325
567,Handlebars模板引擎,https://www.imooc.com/learn/859, 1小时58分,免费,简介：本课程介绍了Handlebars.js渲染页面的常用方式，如#each、#if等，以及在使用Handlebars.js渲染页面时的写作技巧，不仅有思想的引导，更有代码的优化。,channingb...,https://www.imooc.com/video/15295
568,Android Multidex原理及实现,https://www.imooc.com/learn/685, 1小时45分,免费,简介：本课程主要介绍了两种常用的分包方式：ant分包和gradle分包。对Android中常用的类加载器进行对比，讲解如何通过DexClassLoader动态加载分dex。,gavin2008,https://www.imooc.com/video/12173
569,Requirejs和自动打包,https://www.imooc.com/learn/787, 2小时11分,免费,简介：通过本课程的学习，你将学到如何用requirejs来进行模块化开发，以及如何用r.js来打包压缩。怎么避免手动打包动作，在部署的时候自动打包成jar包。,Silva Zhou,https://www.imooc.com/video/15349
570,iOS界面间传值,https://www.imooc.com/learn/863, 1小时27分,免费,简介：本课程将为大家以案例的方式介绍界面间传值的6种方式，包括属性传值、单例传值、NSUserDefaults传值、代理传值、block传值以及通知传值。界面间传值将不再是问题。,青年小Y,https://www.imooc.com/video/15337
571,Python 全栈案例初体验,https://www.imooc.com/learn/864, 2小时56分,免费,简介：随着web开发越来越成熟，各种框架开始越发轻量好用，后端开发可以通过一些简单的包生成前端页面，前端开发也可以通过node.js这类新生代来参与后端开发。前后端开发注定会有一个交集，即最近几年风靡各类创业公司的全栈开发。本课以python为例，告诉大家如何通过python+flask+html/css/js来进行全栈开发，还有一个简单的实战案例哦。,Python_Quant,https://www.imooc.com/video/15391
572,前端性能优化-通用的缓存SDK,https://www.imooc.com/learn/866, 4小时28分,免费,简介：性能优化成神之路的必看之课，是前端性能优化基础简介的后续篇章，作为一门前端性能优化的进阶课程，本课程介绍了常用的性能优化方法，以及老师自己在工作中摸索出来的，并且在大厂使用的课程。,CC老师,https://www.imooc.com/video/15397
573,游戏测试入门,https://www.imooc.com/learn/880, 2小时36分,免费,简介：通过本课程的学习，大家首先会认识到游戏开发团队及流程，然后明白游戏测试主要工作内容，游戏测试基本工作流程，并学会需求文档分析，功能模块划分以及游戏测试用例之用例编写，整理与维护，接着你会了解到什么是Bug，如何鉴定Bug，以及如何在Mac环境下对弱网进行测试，最后你会学习到游戏客户端性能测试（安卓，IOS）以及游戏接口测试，希望通过这门课程的学习，能让你进入你期待的游戏测试领域。,ervinzhang,https://www.imooc.com/video/15563
574,浅析SQLmap,https://www.imooc.com/learn/865, 1小时 3分,免费,简介：在当前互联网环境下，泄露的数据库已遍布各大互联网公司。如何才能更好地保护我们的数据？本次课程将带你走进web安全的世界，让你了解数据库安全的注入方法。黑客不再变得神秘，攻击技术原来我也会，小网站主自己也能找到正确的安全道路。黑客是怎么做拿走我的数据库的?为什么要选择这样的方案呢？我应该怎么防范黑客的攻击?你或许能再本次课程当中找到答案。通过课程的详细讲解，让你不仅能“知其然”，更加“知其所以然”。,idaxia,https://www.imooc.com/video/15394
575,HBase入门,https://www.imooc.com/learn/881, 2小时13分,免费,简介：从基础概念到实战操作，目标是让零基础的学习者或者是菜鸟级的初学者都能够快速的入门。,卡弗卡大数据,https://www.imooc.com/video/15574
576,基于Websocket的火拼俄罗斯（基础）,https://www.imooc.com/learn/861,50分,免费,"简介：本课程主要带领大家了解要实现火拼俄罗斯的基础知识WebSocket，以及socket.io,为后续实现火拼俄罗斯打下基础。",channingb...,https://www.imooc.com/video/15316
577,Android常见的三种图片加载库,https://www.imooc.com/learn/730, 1小时29分,免费,简介：让学生熟练掌握使用最常见三种图片库框架：Universal-Image-Loader，Picasso，Fresco进行图片加载处理,ALABO,https://www.imooc.com/video/13028
578,web安全之SQL注入,https://www.imooc.com/learn/883, 1小时10分,免费,简介：SQL注入自从WEB和数据库发展以来就一直存在，而且给WEB应用带来很大的安全问题，会造成用户隐私数据的泄露，数据库版本信息泄露和数据库攻击等，给业务带来很大的损失和不好的社会影响。所以对于我们WEB开发人员来说，项目开发过程中一定要培养一定的安全意识，了解SQL注入的定义，产生的原理、具体的一些攻击手法和相应的预防措施，为了更好的增加开发项目的健壮性和安全性,wbmcloud,https://www.imooc.com/video/15609
579,移动UI设计基础入门,https://www.imooc.com/learn/884, 1小时 0分,免费,简介：移动端设计非常注重规范，课程主要贯穿设计案例，通过讲解移动端设计基础入门的尺寸单位概念、单位转换以及应用结构布局、文本排版规范、基准规范等，引导学员掌握规范标准的设计方法，从点到面，从理论到实战案例，不管是设计师还是程序员、产品经理，学完本课程都会有所收获，并对移动端设计有进一步了解。老师相关实战课《移动端AppUI设计入门与实战》也已经上线：https://coding.imooc.com/class/159.html,何云山,https://www.imooc.com/video/15628
580,iOS开发之Audio特辑,https://www.imooc.com/learn/886, 1小时50分,免费,简介：本课程主要讲解iOS开发中的音频处理，涉及Audio的架构、如何获取Audio的信息、Audio的相关框架、Audio的系统声音获取，并且还为大家准备了播放器的小案例，以及如何完成语音识别操作。,Jones,https://www.imooc.com/video/15647
581,基于websocket的火拼俄罗斯（单机版）,https://www.imooc.com/learn/882, 1小时52分,免费,简介：本课程是火拼俄罗斯方块系列的第二个课程，主要是带领大家完成单机版的俄罗斯方块，包括页面的搭建、渲染、代码结构的调整、各种形式的转换、细节的丰富、以及干扰功能的实现。,channingb...,https://www.imooc.com/video/15596
